Headlines,Author_Dates,Summaries,Author,Date
Delhi Police imposes Section 144 in view of coronavirus pandemic,"PTI - 22 March, 2020","The total number of coronavirus cases in the country climbed to 341 Sunday, while Delhi has reported 27 cases till now.",PTI ," 22 March, 2020"
Maoists kill 17 personnel in Sukma gun battle after ambushing large encounter team,"Prithviraj Singh - 22 March, 2020","Chhattisgarh govt and police say the gun battle lasted nearly 3 hours, and the security forces’ team inflicted heavy casualties on the Maoists too.",Prithviraj Singh ," 22 March, 2020"
Twitter India launches COVID-19 page for updates from authorities,"Apoorva Mandhani - 22 March, 2020","Page is updated in real time, listing tweets from official handles of the PM, union ministers, chief ministers, state cabinet ministers and state and union ministries.",Apoorva Mandhani ," 22 March, 2020"
People respond to Prime Minister Modi’s appeal by clapping and clanging utensils,"ANI - 22 March, 2020","To express their gratitude to medical professionals battling COVID-19 pandemic, people came out on their balconies and clapped their hands and banged utensils.",ANI ," 22 March, 2020"
"States to designate certain hospitals to only treat Covid-19 patients, says Health Ministry","PTI - 22 March, 2020","According to the Health Ministry, the total number of coronavirus cases in India rose to 341 Sunday, including 41 foreign nationals.",PTI ," 22 March, 2020"
"Anand Mahindra offers resorts as COVID-19 hospitals, donates 100% of salary to set up fund","Samyak Pandey - 22 March, 2020","Industrialist says Mahindra Group will get its manufacturing units to make ventilators, amid fears that India could be in ‘Stage 3’ of coronavirus spread.",Samyak Pandey ," 22 March, 2020"
"Time to be strong & united as Covid-19 cases double in less than a week, says Kejriwal","ANI - 22 March, 2020",25 COVID-19 cases have been reported from Delhi so far and five people have died,ANI ," 22 March, 2020"
Woman with COVID-19 symptoms dies in Haridwar,"PTI - 22 March, 2020",The woman had come back from the US on 6 March. She had been hospitalised Sunday morning after her health deteriorated.,PTI ," 22 March, 2020"
"PIB Twitter accounts ‘like’ Japanese & pornographic tweets, official blames technical issue","Apoorva Mandhani - 22 March, 2020",Twitter users were quick to spot that the government PR agency’s English and Hindi handles were ‘liking’ a wide variety of tweets.,Apoorva Mandhani ," 22 March, 2020"
Hospitals to conduct ‘mock drills’ to deal with COVID-19 during Sunday’s janata curfew,"Apoorva Mandhani - 22 March, 2020",Health ministry joint secretary Lav Agarwal announced Saturday that 1000 hospitals were trained through video conferencing to conduct these drills.,Apoorva Mandhani ," 22 March, 2020"
NCP tells MPs to help govt agencies fight Covid-19 & not return to Delhi for Parliament,"PTI - 22 March, 2020",The budget session of Parliament is currently in progress and many MPs had returned to their respective constituencies during the weekend.,PTI ," 22 March, 2020"
"Twitter antakshari, composing songs — how ministers & celebs are observing janata curfew","Simrin Sirur - 22 March, 2020","Individuals and companies have also offered free services to help pass the time during Sunday’s ‘janata curfew’, called to stem the spread of the coronavirus.",Simrin Sirur ," 22 March, 2020"
SAI centres to be used as quarantine facilities for COVID-19: Sports ministry,"PTI - 22 March, 2020","All training camps at SAI centres, barring for those preparing for the Olympics, have been cancelled, and athletes have been advised to return home.",PTI ," 22 March, 2020"
"Passenger trains cancelled till 31 March due to COVID-19, buses & metros also suspended","Samyak Pandey - 22 March, 2020","High-level committee chaired by Cabinet Secretary asks states to lock down districts where coronavirus cases have been detected, allow only essential services.",Samyak Pandey ," 22 March, 2020"
Bihar reports first coronavirus death as 38-year-old man succumbs at AIIMS Patna,"PTI - 22 March, 2020","Munger resident Saif Ali, with travel history to Qatar, was admitted to hospital with kidney ailment Friday and tested positive for COVID-19 Sunday.",PTI ," 22 March, 2020"
Delhi police arrests two for operating gym despite closure order in wake of coronavirus,"ANI - 22 March, 2020","Delhi government ordered an immediate shut down of gymnasiums, spas and other such facilities till 31 March in the wake of coronavirus pandemic.",ANI ," 22 March, 2020"
All India Trinamool Congress asks all MPs to withdraw from Parliament due to coronavirus,"PTI - 22 March, 2020",TMC Rajya Sabha MP Derek O'Brien wrote to presiding officers of both houses urging then to wind up the proceedings of the House on 23 March.,PTI ," 22 March, 2020"
"Shaheen Bagh marks janata curfew by holding ‘symbolic protest’, petrol bomb hurled at it","Fatima Khan - 22 March, 2020","Protesters sitting in batches of 5 people, others have left their footwear to mark the janata curfew. No injuries in petrol bomb incident.",Fatima Khan ," 22 March, 2020"
263 Indians brought back from Italy sent to ITBP quarantine facility,"PTI - 22 March, 2020",A special Air India flight landed around 10 am at Delhi airport and all the passengers were taken to quarantine after thermal screenings.,PTI ," 22 March, 2020"
"‘Janata curfew’ impact: Cities across India deserted, many trains & flights suspended","Samyak Pandey - 22 March, 2020","People have responded positively to PM Modi’s call for a ‘janata curfew’ from 7am to 9pm Sunday, to combat the spread of the coronavirus across India.",Samyak Pandey ," 22 March, 2020"
"Fifth coronavirus death in India, second casualty in Maharashtra","PTI - 22 March, 2020","A 63-year-old man died of the virus in Mumbai Sunday. The BMC stated the patient had a chronic history of diabetes, high blood pressure and ischemic heart disease.",PTI ," 22 March, 2020"
"Coronavirus scare sparks clash in Kolkata jail, many inmates and prison staff injured","Madhuparna Das - 21 March, 2020","Angry undertrials, whose bail applications are not being heard as courts are closed, also set a portion of the Kolkata jail premises on fire.",Madhuparna Das ," 21 March, 2020"
"Leh cab driver, who tested ‘negative’ for COVID-19 twice, tests positive after third test","Azaan Javaid - 21 March, 2020",Officials in Ladakh told ThePrint this happened because of a miscommunication between authorities in Leh and the testing facility in New Delhi.,Azaan Javaid ," 21 March, 2020"
"Amsterdam-Delhi flight, which wasn’t allowed to land, ‘took off without permission’","Ananya Bhardwaj - 21 March, 2020","Civil Aviation authorities have, however, now permitted the plane to land at IGI airport Sunday in 'larger public interest'.",Ananya Bhardwaj ," 21 March, 2020"
"Amid coronavirus scare, Yogi govt cancels Ram Navami festival in Ayodhya","Shanker Arnimesh - 21 March, 2020",The VHP has asked devotees to celebrate at home by hoisting saffron flag atop houses & by chanting 13-letter vijay maha mantra to inspire others.,Shanker Arnimesh ," 21 March, 2020"
57-year-old from West Bengal with no travel history tests positive for coronavirus,"PTI - 21 March, 2020",The resident of Dumdum in North 24 Parganas district was admitted to a private hospital on Monday with fever and dry cough.,PTI ," 21 March, 2020"
PM Modi’s call for ‘Janta’ curfew need of the hour: Amit Shah,"PTI - 21 March, 2020",Home Minister Amit Shah asked citizens to join the #IndiaFightsCorona movement & thanked those working tirelessly to keep the country safe from COVID-19.,PTI ," 21 March, 2020"
"Country will not bow down to this painful crisis, said Sonia Gandhi on coronavirus outbreak","PTI - 21 March, 2020","In a statement, Gandhi urged Prime Minister Narendra Modi and the government to increase the number of testing facilities across the country.",PTI ," 21 March, 2020"
FIR against Kanika Kapoor wrongly says she tested positive for COVID-19 at Lucknow airport,"Prashant Srivastava - 21 March, 2020","Lucknow CMO Narendra Agarwal, who had complained against Kapoor, said there was some confusion regarding the information he received about the Bollywood singer.",Prashant Srivastava ," 21 March, 2020"
"Dushyant Singh & Vasundhara Raje, who partied with Kanika Kapoor, test negative for COVID-19","Mohana Basu - 21 March, 2020","Both Raje and Singh had gone into self-isolation after attending a party with Bollywood singer Kanika Kapoor, who tested positive for coronavirus Friday.",Mohana Basu ," 21 March, 2020"
"No lockdown right now, but will call for one if needed: Kejriwal","PTI - 21 March, 2020","Addressing the financial strain COVID-19 restrictions have put on the poor, Delhi CM Arvind Kejriwal announced 50 per cent extra ration & double pension for a month.",PTI ," 21 March, 2020"
"Bihar government shuts down bus service, restaurants and banquet halls","PTI - 21 March, 2020","The state government, invoking the Bihar Epidemic Diseases, COVID-19 Regulations, 2020, said the restrictions have come into force with immediate effect.",PTI ," 21 March, 2020"
12 passengers who travelled by two different trains test positive for coronavirus,"PTI - 21 March, 2020","While eight of the 12 passengers had travelled from Delhi to Ramagundam on AP Sampark Kranti Express on March 13, rest had travelled on Godan Express from Mumbai to Jabalpur on 16th March.",PTI ," 21 March, 2020"
"Yogi govt announces Rs 1,000 financial aid to daily labourers & free ration to 1.65 cr workers","PTI - 21 March, 2020","In view of the coronavirus outbreak, the U.P. government announced aid and free ration to those registered under the Antyodaya Yojana and MNREGA scheme.",PTI ," 21 March, 2020"
"West Bengal government orders shutdown of all restaurants, bars, pubs till 31 March","PTI - 21 March, 2020","The order, which aims to prevent all non-essential social gatherings, comes into effect on Sunday morning.",PTI ," 21 March, 2020"
Class 12 West Bengal board exams postponed till 15 April amid coronavirus outbreak,"PTI - 21 March, 2020",Education minister Partha Chatterjee warned private schools of action if the decision to suspend internal examinations is not complied with.,PTI ," 21 March, 2020"
Shashi Kapoor in Junoon is a masterclass in how to humanise an unlikeable man,"Samira Sood - 21 March, 2020","Shyam Benegal’s historical drama based on a Ruskin Bond story brings together the very
best of Hindi cinema.",Samira Sood ," 21 March, 2020"
