Headlines,Summaries,Author,Date,Day,Month,Year,Day_Of_Week,Result_Headline,Result_Summary,Positive_Headline,Neutral_Headline,Negative_Headline,Positive_Summary,Neutral_Summary,Negative_Summary,Result_Headline_negative,Result_Headline_neutral,Result_Headline_positive,Result_Summary_negative,Result_Summary_neutral,Result_Summary_positive
imd predicts normal monsoon hit kerala say 5 % chance deficient rainfall,imd predicts northeast receive less-than-average rainfall north-western central & southern part india normal monsoon,Mohana Basu ,6/1/2020,1,6,2020,0,negative,neutral,0.0,0.02,0.98,0.01,0.98,0.01,1,0,0,0,1,0
‘ remove china apps ’ google play store ’ s free app amid lac standoff,app developed jaipur-based onetouchapplabs launched 17 downloaded 10 lakh time,Unnati Sharma ,6/1/2020,1,6,2020,0,neutral,neutral,0.38,0.51,0.11,0.0,0.98,0.02,0,1,0,0,1,0
sonam wangchuk education reformer inspired 3 idiot & call boycott chinese good,two-part series youtube sonam wangchu declared chinese product boycotted adversely affect china gdp & stall 'expansionist ' policy,Kairvy Grewal ,6/1/2020,1,6,2020,0,negative,negative,0.0,0.07,0.93,0.0,0.18,0.82,1,0,0,1,0,0
centre limit export ban alcohol-based sanitisers dispenser pump,pump imported china & effort underway encourage domestic player manufacture locally govt self reliant india mission,PTI ,6/1/2020,1,6,2020,0,neutral,neutral,0.0,0.64,0.36,0.09,0.83,0.08,0,1,0,0,1,0
actor zoa morani donates plasma twice covid recovery say grateful chance help,zoa morani daughter 2g accused producer karim morani chennai express fame karim zoa sister shaza diagnosed covid april,Soniya Agrawal ,6/1/2020,1,6,2020,0,positive,negative,0.74,0.25,0.01,0.0,0.28,0.72,0,0,1,1,0,0
45 lakh student start online class new academic year begin kerala,online session named 'first bell ' telecast victers channel state general education department class 1 12 8.30 5.30 pm weekday,PTI ,6/1/2020,1,6,2020,0,neutral,neutral,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,1,0
reader view school college divided shift – morning afternoon,yourturn new weekly feature theprint reader share view opinion response question week,ThePrint Team ,6/1/2020,1,6,2020,0,neutral,neutral,0.01,0.98,0.01,0.01,0.99,0.0,0,1,0,0,1,0
"1,000 item dabur jaguar nestle junked capf canteen swadeshi",mha announced cpcs capf canteen sell indigenous 'swadeshi ' product bid boost domestic industry,PTI ,6/1/2020,1,6,2020,0,neutral,neutral,0.0,1.0,0.0,0.07,0.93,0.0,0,1,0,0,1,0
staff member andhra pradesh secretariat test positive coronavirus,state reported 105 fresh covid-19 case 24 hour taking state total 3674. block secretariat shut monday,PTI ,6/1/2020,1,6,2020,0,neutral,neutral,0.19,0.79,0.02,0.03,0.94,0.03,0,1,0,0,1,0
cyclone nisarga set hit maharashtra gujarat 3 june,amphan cyclonic storm nisarga forming arabian sea unlike amphan nisarga expected intense,Mohana Basu ,6/1/2020,1,6,2020,0,neutral,neutral,0.0,1.0,0.0,0.05,0.88,0.07,0,1,0,0,1,0
govt need mayawati slam centre rising covid case,bsp chief touched nepal border issue saying centre seriously think unexpected step neighbouring country,PTI ,6/1/2020,1,6,2020,0,neutral,neutral,0.02,0.87,0.11,0.13,0.74,0.13,0,1,0,0,1,0
swarm locust enter chhattisgarh forest area madhya pradesh,according official department concerned immediately sprayed chemical fire brigade vehicle following insect died flew away,PTI ,6/1/2020,1,6,2020,0,neutral,negative,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,1,0,0
delhi border sealed week say chief minister arvind kejriwal,addressing online medium briefing kejriwal said people having pass engaged essential service allowed enter national capital,PTI ,6/1/2020,1,6,2020,0,neutral,neutral,0.01,0.97,0.02,0.04,0.92,0.04,0,1,0,0,1,0
senior scientist icmr test positive coronavirus,scientist week attended meeting icmr director general dr balram bhargava present,PTI ,6/1/2020,1,6,2020,0,positive,neutral,0.66,0.3,0.04,0.05,0.92,0.03,0,0,1,0,1,0
dignity eludes dead delhi body come cremation stacked inside hearse van,nigambodh ghat delhi ’ s largest crematorium steady climb number body covid-19 patient,Sravasti Dasgupta ,6/1/2020,1,6,2020,0,negative,neutral,0.01,0.02,0.97,0.0,1.0,0.0,1,0,0,0,1,0
‘ playing fire ’ parent oppose modi govt suggestion reopen school july,online petition change.org garnered 2 lakh signature urge government start school ‘ zero covid case ’,Kritika Sharma ,6/1/2020,1,6,2020,0,neutral,neutral,0.03,0.68,0.29,0.0,0.94,0.06,0,1,0,0,1,0
dengue h1n1 leptospirosis — monsoon challenge kerala face coronavirus,kerala monsoon brings spurt communicable disease dengue leptospirosis ordinary fever mortality risk covid patient,Vinod Mathew ,6/1/2020,1,6,2020,0,neutral,negative,0.02,0.96,0.02,0.01,0.36,0.63,0,1,0,1,0,0
chennai ’ s thriving koyambedu market covid cluster went business,koyambedu 65-acre wholesale market chennai sealed emerged covid cluster buyer seller lot complaint makeshift market thirumazhisai,Revathi Krishnan ,6/1/2020,1,6,2020,0,neutral,negative,0.04,0.93,0.03,0.0,0.06,0.94,0,1,0,1,0,0
modi govt followed 2018 sc order migrant wouldn ’ t flee city,sc 2018 order asked modi govt implement law aimed welfare construction worker govt migrant crisis mitigated expert claim,Bhadra Sinha ,6/1/2020,1,6,2020,0,neutral,neutral,0.01,0.9,0.09,0.01,0.7,0.29,0,1,0,0,1,0
mumbai struggling cope coronavirus,mumbai ’ s healthcare system overwhelmed covid patient pour & hospital staff work 24x7 medical care patient shut,Dhwani Pandya ,6/1/2020,1,6,2020,0,neutral,neutral,0.04,0.9,0.06,0.16,0.49,0.35,0,1,0,0,1,0
"tamil nadu record highest single-day spike 1,149 new covid case 13 dead","sunday number active case state stood 9,400 total number recovery 12,757",PTI ,5/31/2020,31,5,2020,6,negative,neutral,0.0,0.04,0.96,0.0,1.0,0.0,1,0,0,0,1,0
allows inter-state travel district admin decide permit area adjoining delhi,new guideline need e-permit travel adding religious place shopping mall hotel barber shop open 8 june,PTI ,5/31/2020,31,5,2020,6,neutral,neutral,0.02,0.98,0.0,0.01,0.99,0.0,0,1,0,0,1,0
asian game gold medallist boxer dingko singh cancer patient test positive covid,41-year-old dingko singh battling liver cancer tested positive returning manipur delhi undergoing radiation therapy,PTI ,5/31/2020,31,5,2020,6,negative,negative,0.05,0.33,0.62,0.01,0.1,0.89,1,0,0,1,0,0
mumbai ’ s reliance jio convention centre converted corona care centre,"addressing medium minister aslam shaikh aditya thackeray said jio convention centre capacity accommodate 1,500 patient",ANI ,5/31/2020,31,5,2020,6,neutral,neutral,0.33,0.61,0.06,0.0,1.0,0.0,0,1,0,0,1,0
rabri devi tejashwi yadav & 90 rjd leader booked violating lockdown,rjd leader gathered rabri devi residence friday protest attack family party supporter jd ( u ) mla named accused,PTI ,5/31/2020,31,5,2020,6,negative,negative,0.0,0.04,0.96,0.0,0.07,0.93,1,0,0,1,0,0
migrant died board shramik special train test positive covid-19,"death 51-year old migrant returning haryana raised bihar death toll 21. 3 2,433 migrant tested positive state",PTI ,5/31/2020,31,5,2020,6,negative,negative,0.03,0.0,0.97,0.02,0.14,0.84,1,0,0,1,0,0
maharashtra extends lockdown 30 june announces ‘ mission begin ’,new guideline market function odd-even basis 5 june private office operate 10 % employee strength 8 june,PTI ,5/31/2020,31,5,2020,6,neutral,neutral,0.0,1.0,0.0,0.02,0.98,0.0,0,1,0,0,1,0
"cotton farmer stare r 4,700-cr loss season lockdown locust blame",cotton association india cut production estimate current season 24 lakh bale — 354 lakh bale 330 lakh bale,Samyak Pandey ,5/31/2020,31,5,2020,6,negative,neutral,0.0,0.45,0.55,0.0,1.0,0.0,1,0,0,0,1,0
"delhi govt request grant r 5,000 crore centre pay employee ’ salary",deputy cm manish sisodia said delhi tax collection 85 % & disaster relief fund unlike state,PTI ,5/31/2020,31,5,2020,6,neutral,neutral,0.0,1.0,0.0,0.07,0.77,0.16,0,1,0,0,1,0
connected indian ocean & indian samosa — modi responds australian pm ’ s ‘ scomosa ’ tweet,scott morrison shared picture samosa nicknamed 'scomosas ' said liked share popular snack pm modi,Regina Mihindukulasuriya ,5/31/2020,31,5,2020,6,neutral,positive,0.0,1.0,0.0,0.95,0.04,0.01,0,1,0,0,0,1
‘ govt relying bureaucrat epidemiologist ’ health expert slam covid handling,statement issued indian public health association indian association preventive social medicine & indian association epidemiologist called lockdown 'draconian ',Fatima Khan ,5/31/2020,31,5,2020,6,neutral,neutral,0.01,0.97,0.02,0.0,0.96,0.04,0,1,0,0,1,0
half total covid-19 case india reported 4th phase lockdown,"india registered highest single-day spike covid-19 case sunday 8,380 new infection reported 24 hour",PTI ,5/31/2020,31,5,2020,6,neutral,neutral,0.0,0.95,0.05,0.0,1.0,0.0,0,1,0,0,1,0
time vigilant economy open follow rule pm modi mann ki baat,radio programme mann ki baat pm modi acknowledges migrant crisis say pain conveyed word call india fight covid-19 people-driven,Neelam Pandey ,5/31/2020,31,5,2020,6,neutral,negative,0.04,0.92,0.04,0.0,0.0,1.0,0,1,0,1,0,0
"india record highest single-day spike covid-19 case 8,380 new infection","according union health ministry highest single-day spike took country tally 1,82,143 death toll rose 5,164",PTI ,5/31/2020,31,5,2020,6,neutral,negative,0.0,1.0,0.0,0.0,0.39,0.61,0,1,0,1,0,0
ritu jaiswal went ia officer ’ s wife delhi panchayat head bihar,singhwahini panchayat head ritu jaiswal exception norm woman,Bismee Taskin ,5/31/2020,31,5,2020,6,neutral,neutral,0.02,0.96,0.02,0.02,0.89,0.09,0,1,0,0,1,0
uttarakhand tourism minister satpal maharaj ’ s wife amrita rawat test positive covid,amrita rawat minister harish rawat government minister rest family home quarantined residence city,PTI ,5/31/2020,31,5,2020,6,positive,neutral,0.66,0.31,0.03,0.01,0.98,0.01,0,0,1,0,1,0
tamil nadu extends lockdown till 30 june restriction public transport eased,"tamil nadu state worst hit pandemic reported single-day spike 938 new coronavirus case 30 taking infection count 21,184",PTI ,5/31/2020,31,5,2020,6,neutral,negative,0.01,0.95,0.04,0.0,0.0,1.0,0,1,0,1,0,0
international flight operation remain suspended till 30 june midnight dgca,domestic passenger flight service resumed hiatus month lockdown announced 25 march,PTI ,5/31/2020,31,5,2020,6,neutral,neutral,0.0,1.0,0.0,0.01,0.9,0.09,0,1,0,0,1,0
delhi university hold mock test familiarise student online open-book exam,measure conducting online open book exam include notifying student email student filling form denying use unfair mean,PTI ,5/31/2020,31,5,2020,6,neutral,negative,0.01,0.53,0.46,0.0,0.05,0.95,0,1,0,1,0,0
state going ahead labour reform modi govt finding hard,labour ministry told parliamentary panel 10 state reformed labour law year dozen considering,Moushumi Das Gupta ,5/31/2020,31,5,2020,6,negative,neutral,0.04,0.03,0.93,0.02,0.9,0.08,1,0,0,0,1,0
"delhi record highest single-day spike 1,163 new covid-19 case total reach 18,549","delhi recorded 1,100 covid-19 case second consecutive day 1,106 case registered 29 death toll stood 416",PTI ,5/30/2020,30,5,2020,5,neutral,negative,0.0,1.0,0.0,0.0,0.05,0.95,0,1,0,1,0,0
rml hospital procures refrigerated container store body morgue,centre-run rml hospital treating covid-19 patient february recorded 172 death far,PTI ,5/30/2020,30,5,2020,5,neutral,negative,0.0,0.99,0.01,0.0,0.08,0.92,0,1,0,1,0,0
govt issue guideline lockdown 5.0 open,guideline come effect 1 june & effective till 30 june current phase re-opening unlock 1 economic focus,PTI ,5/30/2020,30,5,2020,5,neutral,neutral,0.01,0.94,0.05,0.0,1.0,0.0,0,1,0,0,1,0
amid tension lac amit shah brings china role covid outbreak,article toi union home minister amit shah wrote modi govt implemented promise manifesto & rectified historical wrong,Shanker Arnimesh ,5/30/2020,30,5,2020,5,neutral,negative,0.02,0.76,0.22,0.05,0.34,0.61,0,1,0,1,0,0
18 test positive attending covid-19 patient ’ s funeral maharashtra,defying prohibitory order 70 person attended funeral 40-year-old woman tested positive covid-19 post death,PTI ,5/30/2020,30,5,2020,5,neutral,negative,0.03,0.95,0.02,0.0,0.01,0.99,0,1,0,1,0,0
shah goyal minister laud ‘ covid-19 hero modi ’ medium blitz nda anniversary,home minister amit shah & railway minister piyush goyal multiple minister wrote column national & regional daily saturday,Amrita Nayak Dutta ,5/30/2020,30,5,2020,5,neutral,neutral,0.02,0.97,0.01,0.01,0.99,0.0,0,1,0,0,1,0
pm narendra modi share document ‘ vikas yatra ’ govt ’ s second term office,document divided 15 head ranging ease business living elimination corruption country fight covid-19,PTI ,5/30/2020,30,5,2020,5,neutral,neutral,0.0,0.99,0.01,0.07,0.47,0.46,0,1,0,0,1,0
milind soman ‘ nazma aapi ’ indian slam tiktok censorship boycott,new delhi comedian saloni gaur called short video platform tiktok removing video sketch india-china border standoff ...,Simrin Sirur ,5/30/2020,30,5,2020,5,negative,neutral,0.0,0.05,0.95,0.01,0.99,0.0,1,0,0,0,1,0
bustling wholesale market chennai ’ s koyambedu deserted covid hotspot,govt shut koyambedu market earlier score covid case traced & opened temporary market,Manisha Mondal ,5/30/2020,30,5,2020,5,neutral,neutral,0.0,0.93,0.07,0.01,0.9,0.09,0,1,0,0,1,0
india ’ s largest wholesale medicine market closed 4 june sudden covid outbreak,12 people bhagirath palace delhi chandni chowk tested positive covid india entered fourth phase lockdown 18,Mohana Basu ,5/30/2020,30,5,2020,5,neutral,neutral,0.0,0.89,0.11,0.01,0.98,0.01,0,1,0,0,1,0
yogi adityanath asks official provide financial help left destitute lockdown,"event death destitute person cm yogi directed official provide r 5,000 assistance performing rite",PTI ,5/30/2020,30,5,2020,5,neutral,neutral,0.06,0.89,0.05,0.0,0.57,0.43,0,1,0,0,1,0
govt plan ‘ tech-savvy ’ addition national education policy adapt covid reality,nep set include online e-learning option school college level technology-oriented,Kritika Sharma ,5/30/2020,30,5,2020,5,neutral,neutral,0.02,0.97,0.01,0.0,1.0,0.0,0,1,0,0,1,0
bjp president nadda slam rahul gandhi say understanding issue limited,rahul gandhi ’ s statement political end politics got addressing coronavirus issue bjp president nadda added,PTI ,5/30/2020,30,5,2020,5,neutral,neutral,0.02,0.79,0.19,0.05,0.8,0.15,0,1,0,0,1,0
train journey south eye-opener scramble hospital bed mumbai turn fatal,recap best on-ground reporting covid-19 pandemic theprint ’ s reporter photojournalist,Samira Sood ,5/30/2020,30,5,2020,5,negative,positive,0.0,0.0,1.0,0.9,0.09,0.01,1,0,0,0,0,1
air india ’ s delhi-moscow flight return pilot found covid-19 positive,airline official look pilot test result properly & deemed fit fly assuming covid-19 negative test result stated,PTI ,5/30/2020,30,5,2020,5,neutral,negative,0.02,0.98,0.0,0.0,0.0,1.0,0,1,0,1,0,0
mayawati asks modi govt review policy say life poor painful,bsp leader said modi govt tenure surrounded lot controversy adding seriously think interest country people,PTI ,5/30/2020,30,5,2020,5,negative,negative,0.0,0.0,1.0,0.2,0.2,0.6,1,0,0,1,0,0
unusual daughter-in-law house work say kerala hc divorce case,order accepting man ’ s divorce plea kerala hc said family devoid clash common elder scold abuse youngster,Bhadra Sinha ,5/30/2020,30,5,2020,5,neutral,negative,0.12,0.45,0.43,0.0,0.01,0.99,0,1,0,1,0,0
1949 act modi govt use pull boy 14 fight locust,act punishable provision — violation invite conviction fine extend upto r 50 imprisonment period exceeding 10 day,Samyak Pandey ,5/30/2020,30,5,2020,5,negative,neutral,0.0,0.14,0.86,0.13,0.47,0.4,1,0,0,0,1,0
4 step ahead prepared tackle covid-19 delhi cm arvind kejriwal,kejriwal underlined aim government ensure number death coronavirus rise count patient rising,PTI ,5/30/2020,30,5,2020,5,neutral,negative,0.0,1.0,0.0,0.0,0.25,0.75,0,1,0,1,0,0
china ’ s muscle-flexing ladakh doesn ’ t mean ’ s war coming say nsa,nsa m.k narayanan said key problem india-china border un-demarcated undefined,Srijan Shukla ,5/30/2020,30,5,2020,5,negative,negative,0.0,0.01,0.99,0.0,0.0,1.0,1,0,0,1,0,0
3 indian company licence nasa manufacture covid-19 ventilator,indian company — alpha design technology pvt ltd bharat forge ltd medha servo drive pvt ltd — 18 selected manufacture breathing device,PTI ,5/30/2020,30,5,2020,5,neutral,neutral,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,1,0
year modi 2.0 historic achievement & tough decision bjp leader,home minister amit shah said modi government 6 year tenure corrected 'historic wrong ' laid foundation self-reliant india,PTI ,5/30/2020,30,5,2020,5,neutral,neutral,0.02,0.74,0.24,0.05,0.62,0.33,0,1,0,0,1,0
unemployment bihar haunt nitish govt poll year grapple migrant crisis,cmie survey peg unemployment rate bihar april 46.6 % influx migrant nitish govt staring crisis election year,Dipak Mishra ,5/30/2020,30,5,2020,5,negative,negative,0.0,0.04,0.96,0.0,0.04,0.96,1,0,0,1,0,0
"india record highest single-day spike 7,964 covid-19 case 265 death","number active covid-19 case stood 86,422 82,369 people recovered 4,971 died",PTI ,5/30/2020,30,5,2020,5,negative,negative,0.0,0.4,0.6,0.0,0.0,1.0,1,0,0,1,0,0
ayodhya covid india marching forward say pm modi open letter country,pm modi wrote open letter india mark anniversary second term addressed pressing issue including covid crisis,PTI ,5/30/2020,30,5,2020,5,neutral,negative,0.0,0.99,0.01,0.0,0.14,0.86,0,1,0,1,0,0
kerala ’ s left govt lockdown wriggle udf ’ s curb liquor,left govt opened liquor sale 28 nearly month lockdown took number decision push sale extension revenue,Vinod Mathew ,5/30/2020,30,5,2020,5,neutral,neutral,0.0,0.98,0.02,0.0,0.75,0.25,0,1,0,0,1,0
new pmo face 11 non-ias joint secretary modi govt ’ s 3rd lockdown reshuffle,modi govt increasingly sought empanel non-ias officer senior position government bid break stranglehold bureaucracy,Sanya Dhingra ,5/29/2020,29,5,2020,4,neutral,neutral,0.0,0.98,0.02,0.0,0.93,0.07,0,1,0,0,1,0
